Model,Precision,Recall,F1,ROC-AUC,PR-AUC,False Alarm Rate,Mean Lead Time,Machines Caught,Machines Missed
LSTM,0.8211,0.9548,0.8829,0.9946,0.977,0.0,35.95,20,0
